Location,Period,Dimension,Population using safely managed sanitation services (%)
Portugal,2000,Urban,52.14
Qatar,2017,Total,96.03
Qatar,2016,Total,94.95
Qatar,2015,Total,93.87
Qatar,2014,Total,92.78
Qatar,2013,Total,91.7
Qatar,2012,Total,90.62
Qatar,2011,Total,89.53
Qatar,2010,Total,88.45
Qatar,2009,Total,87.37
Qatar,2008,Total,86.28
Qatar,2007,Total,86.28
Qatar,2006,Total,86.28
Qatar,2005,Total,86.28
Qatar,2004,Total,86.28
Qatar,2003,Total,86.28
Qatar,2002,Total,86.28
Qatar,2001,Total,86.28
Qatar,2000,Total,86.28
Republic of Korea,2017,Total,99.9
Republic of Korea,2016,Total,99.86
Republic of Korea,2015,Total,99.62
Republic of Korea,2014,Total,98.97
Republic of Korea,2013,Total,98.29
Republic of Korea,2012,Total,97.45
Republic of Korea,2011,Total,96.58
Republic of Korea,2010,Total,95.68
Republic of Korea,2009,Total,94.76
Republic of Korea,2008,Total,93.81
Republic of Korea,2007,Total,92.84
Republic of Korea,2006,Total,91.85
Republic of Korea,2005,Total,90.83
Republic of Korea,2004,Total,89.78
Republic of Korea,2003,Total,88.7
Republic of Korea,2002,Total,87.63
Republic of Korea,2001,Total,86.68
Republic of Korea,2000,Total,85.87
Republic of Moldova,2017,Urban,77.9
Republic of Moldova,2016,Urban,77.25
Republic of Moldova,2015,Urban,76.61
Republic of Moldova,2014,Urban,75.97
Republic of Moldova,2013,Urban,75.78
Republic of Moldova,2012,Urban,75.59
Republic of Moldova,2011,Urban,75.4
Republic of Moldova,2010,Urban,75.19
Republic of Moldova,2009,Urban,74.98
Republic of Moldova,2008,Urban,74.76
Republic of Moldova,2007,Urban,74.53
Republic of Moldova,2006,Urban,74.3
Republic of Moldova,2005,Urban,74.05
Republic of Moldova,2004,Urban,73.81
Republic of Moldova,2003,Urban,73.55
Republic of Moldova,2002,Urban,72.87
Republic of Moldova,2001,Urban,72.2
Republic of Moldova,2000,Urban,71.52
The former Yugoslav Republic of Macedonia,2017,Total,16.56
The former Yugoslav Republic of Macedonia,2017,Urban,8.2
The former Yugoslav Republic of Macedonia,2016,Total,16.37
The former Yugoslav Republic of Macedonia,2016,Urban,8.2
The former Yugoslav Republic of Macedonia,2015,Total,16.16
The former Yugoslav Republic of Macedonia,2015,Urban,8.18
The former Yugoslav Republic of Macedonia,2014,Total,15.94
The former Yugoslav Republic of Macedonia,2014,Urban,8.16
The former Yugoslav Republic of Macedonia,2013,Total,15.72
The former Yugoslav Republic of Macedonia,2013,Urban,8.14
The former Yugoslav Republic of Macedonia,2012,Total,15.21
The former Yugoslav Republic of Macedonia,2012,Urban,8.11
The former Yugoslav Republic of Macedonia,2011,Total,14.72
The former Yugoslav Republic of Macedonia,2011,Urban,8.16
The former Yugoslav Republic of Macedonia,2010,Total,14.46
The former Yugoslav Republic of Macedonia,2010,Urban,8.61
The former Yugoslav Republic of Macedonia,2009,Total,14.26
The former Yugoslav Republic of Macedonia,2009,Urban,9.16
The former Yugoslav Republic of Macedonia,2008,Total,14.06
The former Yugoslav Republic of Macedonia,2008,Urban,9.7
The former Yugoslav Republic of Macedonia,2007,Total,13.86
The former Yugoslav Republic of Macedonia,2007,Urban,10.23
The former Yugoslav Republic of Macedonia,2006,Total,13.66
The former Yugoslav Republic of Macedonia,2006,Urban,10.76
The former Yugoslav Republic of Macedonia,2005,Total,13.47
The former Yugoslav Republic of Macedonia,2005,Urban,11.27
The former Yugoslav Republic of Macedonia,2004,Total,13.61
The former Yugoslav Republic of Macedonia,2004,Urban,11.77
The former Yugoslav Republic of Macedonia,2003,Total,13.6
The former Yugoslav Republic of Macedonia,2003,Urban,11.77
The former Yugoslav Republic of Macedonia,2002,Total,13.59
The former Yugoslav Republic of Macedonia,2002,Urban,11.77
The former Yugoslav Republic of Macedonia,2001,Total,13.58
The former Yugoslav Republic of Macedonia,2001,Urban,11.77
The former Yugoslav Republic of Macedonia,2000,Total,13.57
The former Yugoslav Republic of Macedonia,2000,Urban,11.77
Romania,2017,Total,76.54
Romania,2016,Total,74.45
Romania,2015,Total,72.43
Romania,2014,Total,70.48
Romania,2013,Total,68.6
Romania,2012,Total,66.8
Romania,2011,Total,65.04
Romania,2010,Total,63.32
Romania,2009,Total,61.66
Romania,2008,Total,60.06
Romania,2007,Total,58.53
Romania,2006,Total,57.06
Romania,2005,Total,55.66
Romania,2004,Total,54.94
Romania,2003,Total,54.27
Romania,2002,Total,54.23
Romania,2001,Total,54.25
Russian Federation,2017,Total,61.31
Russian Federation,2017,Urban,63.41
Russian Federation,2017,Rural,55.23
Russian Federation,2016,Total,60.91
Russian Federation,2016,Urban,63.24
Russian Federation,2016,Rural,54.24
Russian Federation,2015,Total,60.52
Russian Federation,2015,Urban,63.07
Russian Federation,2015,Rural,53.25
Russian Federation,2014,Total,60.13
Russian Federation,2014,Urban,62.9
Russian Federation,2014,Rural,52.26
Russian Federation,2013,Total,59.74
Russian Federation,2013,Urban,62.73
Russian Federation,2013,Rural,51.28
Russian Federation,2012,Total,59.35
Russian Federation,2012,Urban,62.57
Russian Federation,2012,Rural,50.3
Russian Federation,2011,Total,58.96
Russian Federation,2011,Urban,62.4
Russian Federation,2011,Rural,49.33
Russian Federation,2010,Total,58.58
Russian Federation,2010,Urban,62.23
Russian Federation,2010,Rural,48.36
Russian Federation,2009,Total,58.2
Russian Federation,2009,Urban,62.06
Russian Federation,2009,Rural,47.4
Russian Federation,2008,Total,57.82
Russian Federation,2008,Urban,61.9
Russian Federation,2008,Rural,46.44
Russian Federation,2007,Total,57.44
Russian Federation,2007,Urban,61.73
Russian Federation,2007,Rural,45.49
Russian Federation,2006,Total,57.06
Russian Federation,2006,Urban,61.57
Russian Federation,2006,Rural,44.54
Russian Federation,2005,Total,56.68
Russian Federation,2005,Urban,61.4
Russian Federation,2005,Rural,43.59
Russian Federation,2004,Total,56.3
Russian Federation,2004,Urban,61.24
Russian Federation,2004,Rural,42.65
Russian Federation,2003,Total,55.92
Russian Federation,2003,Urban,61.08
Russian Federation,2003,Rural,41.72
Russian Federation,2002,Total,55.55
Russian Federation,2002,Urban,60.91
Russian Federation,2002,Rural,40.79
Russian Federation,2001,Total,55.18
Russian Federation,2001,Urban,60.75
Russian Federation,2001,Rural,39.86
Russian Federation,2000,Total,54.82
Russian Federation,2000,Urban,60.59
Russian Federation,2000,Rural,38.94
Samoa,2017,Total,48.47
Samoa,2017,Urban,37.74
Samoa,2017,Rural,50.89
Samoa,2016,Total,48.59
Samoa,2016,Urban,38.01
Samoa,2016,Rural,51.02
Samoa,2015,Total,48.71
Samoa,2015,Urban,38.28
Samoa,2015,Rural,51.15
Samoa,2014,Total,48.84
Samoa,2014,Urban,38.55
Samoa,2014,Rural,51.28
Samoa,2013,Total,48.96
Samoa,2013,Urban,38.82
Samoa,2013,Rural,51.4
Samoa,2012,Total,49.09
Samoa,2012,Urban,39.08
Samoa,2012,Rural,51.53
Samoa,2011,Total,49.21
Samoa,2011,Urban,39.35
Samoa,2011,Rural,51.66
Samoa,2010,Total,49.34
Samoa,2010,Urban,39.62
Samoa,2010,Rural,51.78
Samoa,2009,Total,49.47
Samoa,2009,Urban,39.89
Samoa,2009,Rural,51.91
Samoa,2008,Total,49.6
Samoa,2008,Urban,40.16
Samoa,2008,Rural,52.04
Samoa,2007,Total,49.73
Samoa,2007,Urban,40.43
Samoa,2007,Rural,52.17
Samoa,2006,Total,49.66
Samoa,2006,Urban,40.46
Samoa,2006,Rural,52.1
Samoa,2005,Total,49.58
Samoa,2005,Urban,40.5
Samoa,2005,Rural,52.03
Samoa,2004,Total,49.51
Samoa,2004,Urban,40.53
Samoa,2004,Rural,51.96
Samoa,2003,Total,49.48
Samoa,2003,Urban,40.53
Samoa,2003,Rural,51.96
Samoa,2002,Total,49.45
Samoa,2002,Urban,40.53
Samoa,2002,Rural,51.96
Samoa,2001,Total,49.44
Samoa,2001,Urban,40.53
Samoa,2001,Rural,51.96
Samoa,2000,Total,49.45
Samoa,2000,Urban,40.53
Samoa,2000,Rural,51.96
San Marino,2017,Total,77.23
San Marino,2016,Total,77.23
San Marino,2015,Total,77.23
San Marino,2014,Total,77.23
San Marino,2013,Total,77.23
San Marino,2012,Total,77.23
San Marino,2011,Total,77.23
San Marino,2010,Total,77.23
San Marino,2009,Total,77.23
San Marino,2008,Total,77.23
San Marino,2007,Total,77.23
San Marino,2006,Total,77.23
San Marino,2005,Total,77.23
San Marino,2004,Total,77.23
San Marino,2003,Total,77.23
San Marino,2002,Total,77.23
San Marino,2001,Total,77.23
San Marino,2000,Total,77.23
Saudi Arabia,2017,Total,77.75
Saudi Arabia,2016,Total,77.06
Saudi Arabia,2015,Total,76.4
Saudi Arabia,2014,Total,75.75
Saudi Arabia,2013,Total,75.09
Saudi Arabia,2012,Total,74.43
Saudi Arabia,2011,Total,73.77
Saudi Arabia,2010,Total,73.12
Saudi Arabia,2009,Total,72.46
Saudi Arabia,2008,Total,71.8
Saudi Arabia,2007,Total,71.14
Saudi Arabia,2006,Total,70.49
Saudi Arabia,2005,Total,69.83
Saudi Arabia,2004,Total,69.17
Saudi Arabia,2003,Total,68.51
Saudi Arabia,2002,Total,67.86
Saudi Arabia,2001,Total,67.86
Saudi Arabia,2000,Total,67.86
Senegal,2017,Total,21.46
Senegal,2017,Urban,21.86
Senegal,2017,Rural,21.1
Senegal,2016,Total,20.87
Senegal,2016,Urban,21.15
Senegal,2016,Rural,20.63
Senegal,2015,Total,20.29
Senegal,2015,Urban,20.44
Senegal,2015,Rural,20.16
Senegal,2014,Total,19.71
Senegal,2014,Urban,19.73
Senegal,2014,Rural,19.69
Senegal,2013,Total,19.13
Senegal,2013,Urban,19.01
Senegal,2013,Rural,19.23
Senegal,2012,Total,18.56
Senegal,2012,Urban,18.3
Senegal,2012,Rural,18.77
Senegal,2011,Total,17.99
Senegal,2011,Urban,17.59
Senegal,2011,Rural,18.31
Senegal,2010,Total,17.42
Senegal,2010,Urban,16.88
Senegal,2010,Rural,17.85
Senegal,2009,Total,16.86
Senegal,2009,Urban,16.17
Senegal,2009,Rural,17.39
Senegal,2008,Total,16.6
Senegal,2008,Urban,16.14
Senegal,2008,Rural,16.94
Senegal,2007,Total,16.33
Senegal,2007,Urban,16.11
Senegal,2007,Rural,16.48
Senegal,2006,Total,16.05
Senegal,2006,Urban,16.08
Senegal,2006,Rural,16.03
Senegal,2005,Total,15.78
Senegal,2005,Urban,16.05
Senegal,2005,Rural,15.59
Senegal,2004,Total,15.5
Senegal,2004,Urban,16.02
Senegal,2004,Rural,15.14
Senegal,2003,Total,15.22
Senegal,2003,Urban,15.98
Senegal,2003,Rural,14.69
Senegal,2002,Total,14.94
Senegal,2002,Urban,15.95
Senegal,2002,Rural,14.25
Senegal,2001,Total,14.66
Senegal,2001,Urban,15.91
Senegal,2001,Rural,13.81
Senegal,2000,Total,14.36
Senegal,2000,Urban,15.77
Senegal,2000,Rural,13.41
Serbia,2017,Total,24.73
Serbia,2017,Urban,23.19
Serbia,2016,Total,24.58
Serbia,2016,Urban,22.92
Serbia,2015,Total,24.35
Serbia,2015,Urban,22.52
Serbia,2014,Total,24.29
Serbia,2014,Urban,22.05
Serbia,2013,Total,24.49
Serbia,2013,Urban,21.59
Serbia,2012,Total,24.68
Serbia,2012,Urban,21.13
Serbia,2011,Total,24.88
Serbia,2011,Urban,20.67
Serbia,2010,Total,25.09
Serbia,2010,Urban,20.22
Serbia,2009,Total,25.35
Serbia,2009,Urban,19.85
Serbia,2008,Total,25.67
Serbia,2008,Urban,19.57
Serbia,2007,Total,25.99
Serbia,2007,Urban,19.3
Serbia,2006,Total,26.31
Serbia,2006,Urban,19.03
Serbia,2005,Total,26.63
Serbia,2005,Urban,18.76
Serbia,2004,Total,27.1
Serbia,2004,Urban,18.68
Serbia,2003,Total,27.58
Serbia,2003,Urban,18.68
Serbia,2002,Total,28.06
Serbia,2002,Urban,18.67
Serbia,2001,Total,28.55
Serbia,2001,Urban,18.66
Serbia,2000,Total,29.04
Serbia,2000,Urban,18.65
Sierra Leone,2017,Total,13.35
Sierra Leone,2017,Urban,20.27
Sierra Leone,2017,Rural,8.41
Sierra Leone,2016,Total,13.05
Sierra Leone,2016,Urban,20.03
Sierra Leone,2016,Rural,8.16
Sierra Leone,2015,Total,12.76
Sierra Leone,2015,Urban,19.79
Sierra Leone,2015,Rural,7.91
Sierra Leone,2014,Total,12.47
Sierra Leone,2014,Urban,19.55
Sierra Leone,2014,Rural,7.67
Sierra Leone,2013,Total,12.19
Sierra Leone,2013,Urban,19.32
Sierra Leone,2013,Rural,7.42
Sierra Leone,2012,Total,11.9
Sierra Leone,2012,Urban,19.08
Sierra Leone,2012,Rural,7.18
Sierra Leone,2011,Total,11.62
Sierra Leone,2011,Urban,18.85
Sierra Leone,2011,Rural,6.94
Sierra Leone,2010,Total,11.33
Sierra Leone,2010,Urban,18.61
Sierra Leone,2010,Rural,6.71
Sierra Leone,2009,Total,11.05
Sierra Leone,2009,Urban,18.38
Sierra Leone,2009,Rural,6.47
Sierra Leone,2008,Total,10.78
Sierra Leone,2008,Urban,18.15
Sierra Leone,2008,Rural,6.24
Sierra Leone,2007,Total,10.5
Sierra Leone,2007,Urban,17.92
Sierra Leone,2007,Rural,6.01
Sierra Leone,2006,Total,10.22
Sierra Leone,2006,Urban,17.69
Sierra Leone,2006,Rural,5.78
Sierra Leone,2005,Total,9.95
Sierra Leone,2005,Urban,17.46
Sierra Leone,2005,Rural,5.56
Sierra Leone,2004,Total,9.69
Sierra Leone,2004,Urban,17.23
Sierra Leone,2004,Rural,5.33
Sierra Leone,2003,Total,9.43
Sierra Leone,2003,Urban,17.01
Sierra Leone,2003,Rural,5.11
Sierra Leone,2002,Total,9.2
Sierra Leone,2002,Urban,16.79
Sierra Leone,2002,Rural,4.91
Sierra Leone,2001,Total,8.97
Sierra Leone,2001,Urban,16.58
Sierra Leone,2001,Rural,4.71
Sierra Leone,2000,Total,8.74
Sierra Leone,2000,Urban,16.36
Sierra Leone,2000,Rural,4.52
Singapore,2017,Total,100.0
Singapore,2017,Urban,100.0
Singapore,2016,Total,100.0
Singapore,2016,Urban,100.0
Singapore,2015,Total,100.0
Singapore,2015,Urban,100.0
Singapore,2014,Total,100.0
Singapore,2014,Urban,100.0
Singapore,2013,Total,100.0
Singapore,2013,Urban,100.0
Singapore,2012,Total,100.0
Singapore,2012,Urban,100.0
Singapore,2011,Total,100.0
Singapore,2011,Urban,100.0
Singapore,2010,Total,100.0
Singapore,2010,Urban,100.0
Singapore,2009,Total,100.0
Singapore,2009,Urban,100.0
Singapore,2008,Total,100.0
Singapore,2008,Urban,100.0
Singapore,2007,Total,100.0
Singapore,2007,Urban,100.0
Singapore,2006,Total,100.0
Singapore,2006,Urban,100.0
Singapore,2005,Total,100.0
Singapore,2005,Urban,100.0
Singapore,2004,Total,100.0
Singapore,2004,Urban,100.0
Singapore,2003,Total,100.0
Singapore,2003,Urban,100.0
Singapore,2002,Total,100.0
Singapore,2002,Urban,100.0
Singapore,2001,Total,100.0
Singapore,2001,Urban,100.0
Singapore,2000,Total,100.0
Singapore,2000,Urban,100.0
Slovakia,2017,Total,82.52
Slovakia,2017,Urban,88.36
Slovakia,2017,Rural,75.73
Slovakia,2016,Total,82.61
Slovakia,2016,Urban,88.46
Slovakia,2016,Rural,75.79
Slovakia,2015,Total,82.7
Slovakia,2015,Urban,88.56
Slovakia,2015,Rural,75.85
Slovakia,2014,Total,82.8
Slovakia,2014,Urban,88.66
Slovakia,2014,Rural,75.92
Slovakia,2013,Total,82.9
Slovakia,2013,Urban,88.75
Slovakia,2013,Rural,75.98
Slovakia,2012,Total,83.0
Slovakia,2012,Urban,88.85
Slovakia,2012,Rural,76.05
Slovakia,2011,Total,83.1
Slovakia,2011,Urban,88.95
Slovakia,2011,Rural,76.11
Slovakia,2010,Total,83.21
Slovakia,2010,Urban,89.04
Slovakia,2010,Rural,76.17
Slovakia,2009,Total,83.33
Slovakia,2009,Urban,89.14
Slovakia,2009,Rural,76.24
Slovakia,2008,Total,83.43
Slovakia,2008,Urban,89.24
Slovakia,2008,Rural,76.3
Slovakia,2007,Total,83.53
Slovakia,2007,Urban,89.34
Slovakia,2007,Rural,76.36
Slovakia,2006,Total,83.63
Slovakia,2006,Urban,89.43
Slovakia,2006,Rural,76.43
Slovakia,2005,Total,83.74
Slovakia,2005,Urban,89.53
Slovakia,2005,Rural,76.49
Slovakia,2004,Total,83.84
Slovakia,2004,Urban,89.63
Slovakia,2004,Rural,76.55
Slovakia,2003,Total,83.94
Slovakia,2003,Urban,89.72
Slovakia,2003,Rural,76.62
Slovakia,2002,Total,83.95
Slovakia,2002,Urban,89.72
Slovakia,2002,Rural,76.61
Slovakia,2001,Total,83.96
Slovakia,2001,Urban,89.72
Slovakia,2001,Rural,76.59
Slovakia,2000,Total,83.97
Slovakia,2000,Urban,89.72
Slovakia,2000,Rural,76.58
Slovenia,2017,Total,83.04
Slovenia,2016,Total,82.79
Slovenia,2015,Total,82.53
Slovenia,2014,Total,82.22
Slovenia,2013,Total,81.52
Slovenia,2012,Total,80.83
Slovenia,2011,Total,80.13
Slovenia,2010,Total,79.44
Slovenia,2009,Total,78.74
Slovenia,2008,Total,78.04
Slovenia,2007,Total,77.35
Slovenia,2006,Total,76.66
Slovenia,2005,Total,75.96
Slovenia,2004,Total,75.27
Slovenia,2003,Total,75.02
Slovenia,2002,Total,74.77
Slovenia,2001,Total,74.51
Slovenia,2000,Total,74.26
Spain,2017,Total,96.62
Spain,2017,Urban,96.6
Spain,2017,Rural,96.71
Spain,2016,Total,96.62
Spain,2016,Urban,96.6
Spain,2016,Rural,96.71
Spain,2015,Total,96.53
Spain,2015,Urban,96.51
Spain,2015,Rural,96.63
Spain,2014,Total,96.43
Spain,2014,Urban,96.42
Spain,2014,Rural,96.43
Spain,2013,Total,96.25
Spain,2013,Urban,96.27
Spain,2013,Rural,96.15
Spain,2012,Total,96.05
Spain,2012,Urban,96.1
Spain,2012,Rural,95.87
Spain,2011,Total,95.86
Spain,2011,Urban,95.93
Spain,2011,Rural,95.59
Spain,2010,Total,95.66
Spain,2010,Urban,95.76
Spain,2010,Rural,95.32
Spain,2009,Total,95.47
Spain,2009,Urban,95.59
Spain,2009,Rural,95.04
Spain,2008,Total,95.27
Spain,2008,Urban,95.42
Spain,2008,Rural,94.76
Spain,2007,Total,95.08
Spain,2007,Urban,95.25
Spain,2007,Rural,94.48
Spain,2006,Total,94.88
Spain,2006,Urban,95.08
Spain,2006,Rural,94.21
Spain,2005,Total,94.68
Spain,2005,Urban,94.91
Spain,2005,Rural,93.93
Spain,2004,Total,94.49
Spain,2004,Urban,94.74
Spain,2004,Rural,93.65
Spain,2003,Total,94.4
Spain,2003,Urban,94.69
Spain,2003,Rural,93.46
Spain,2002,Total,94.4
Spain,2002,Urban,94.69
Spain,2002,Rural,93.47
Spain,2001,Total,94.4
Spain,2001,Urban,94.69
Spain,2001,Rural,93.48
Spain,2000,Total,94.4
Spain,2000,Urban,94.69
Spain,2000,Rural,93.47
Sweden,2017,Total,93.38
Sweden,2017,Urban,94.2
Sweden,2017,Rural,87.8
Sweden,2016,Total,93.36
Sweden,2016,Urban,94.2
Sweden,2016,Rural,87.8
Sweden,2015,Total,93.3
Sweden,2015,Urban,94.16
Sweden,2015,Rural,87.78
Sweden,2014,Total,93.23
Sweden,2014,Urban,94.11
Sweden,2014,Rural,87.76
Sweden,2013,Total,93.17
Sweden,2013,Urban,94.06
Sweden,2013,Rural,87.73
Sweden,2012,Total,93.11
Sweden,2012,Urban,94.01
Sweden,2012,Rural,87.71
Sweden,2011,Total,93.04
Sweden,2011,Urban,93.96
Sweden,2011,Rural,87.69
Sweden,2010,Total,92.98
Sweden,2010,Urban,93.92
Sweden,2010,Rural,87.66
Sweden,2009,Total,92.93
Sweden,2009,Urban,93.87
Sweden,2009,Rural,87.64
Sweden,2008,Total,92.87
Sweden,2008,Urban,93.82
Sweden,2008,Rural,87.61
Sweden,2007,Total,92.82
Sweden,2007,Urban,93.77
Sweden,2007,Rural,87.59
Sweden,2006,Total,92.76
Sweden,2006,Urban,93.72
Sweden,2006,Rural,87.56
Sweden,2005,Total,92.71
Sweden,2005,Urban,93.67
Sweden,2005,Rural,87.54
Sweden,2004,Total,92.66
Sweden,2004,Urban,93.62
Sweden,2004,Rural,87.52
Sweden,2003,Total,92.61
Sweden,2003,Urban,93.57
Sweden,2003,Rural,87.49
Sweden,2002,Total,92.56
Sweden,2002,Urban,93.53
Sweden,2002,Rural,87.47
Sweden,2001,Total,92.52
Sweden,2001,Urban,93.48
Sweden,2001,Rural,87.44
Sweden,2000,Total,92.47
Sweden,2000,Urban,93.43
Sweden,2000,Rural,87.42
Switzerland,2017,Total,99.54
Switzerland,2017,Urban,99.9
Switzerland,2017,Rural,98.53
Switzerland,2016,Total,99.54
Switzerland,2016,Urban,99.9
Switzerland,2016,Rural,98.53
Switzerland,2015,Total,99.54
Switzerland,2015,Urban,99.9
Switzerland,2015,Rural,98.53
Switzerland,2014,Total,99.54
Switzerland,2014,Urban,99.9
Switzerland,2014,Rural,98.53
Switzerland,2013,Total,99.48
Switzerland,2013,Urban,99.82
Switzerland,2013,Rural,98.53
Switzerland,2012,Total,99.36
Switzerland,2012,Urban,99.66
Switzerland,2012,Rural,98.54
Switzerland,2011,Total,99.24
Switzerland,2011,Urban,99.5
Switzerland,2011,Rural,98.54
Switzerland,2010,Total,99.13
Switzerland,2010,Urban,99.34
Switzerland,2010,Rural,98.54
Switzerland,2009,Total,99.01
Switzerland,2009,Urban,99.17
Switzerland,2009,Rural,98.54
Switzerland,2008,Total,98.89
Switzerland,2008,Urban,99.01
Switzerland,2008,Rural,98.54
Switzerland,2007,Total,98.77
Switzerland,2007,Urban,98.85
Switzerland,2007,Rural,98.55
Switzerland,2006,Total,98.63
Switzerland,2006,Urban,98.69
Switzerland,2006,Rural,98.44
Switzerland,2005,Total,98.48
Switzerland,2005,Urban,98.53
Switzerland,2005,Rural,98.34
Switzerland,2004,Total,98.34
Switzerland,2004,Urban,98.37
Switzerland,2004,Rural,98.23
Switzerland,2003,Total,98.19
Switzerland,2003,Urban,98.21
Switzerland,2003,Rural,98.13
Switzerland,2002,Total,98.04
Switzerland,2002,Urban,98.05
Switzerland,2002,Rural,98.02
Switzerland,2001,Total,97.96
Switzerland,2001,Urban,97.92
Switzerland,2001,Rural,98.07
Switzerland,2000,Total,97.91
Switzerland,2000,Urban,97.81
Switzerland,2000,Rural,98.18
Tunisia,2017,Total,78.12
Tunisia,2017,Urban,88.29
Tunisia,2016,Total,77.59
Tunisia,2016,Urban,87.75
Tunisia,2015,Total,76.51
Tunisia,2015,Urban,86.86
Tunisia,2014,Total,75.42
Tunisia,2014,Urban,85.97
Tunisia,2013,Total,74.1
Tunisia,2013,Urban,85.03
Tunisia,2012,Total,72.78
Tunisia,2012,Urban,84.1
Tunisia,2011,Total,71.47
Tunisia,2011,Urban,83.17
Tunisia,2010,Total,70.18
Tunisia,2010,Urban,82.25
Tunisia,2009,Total,68.9
Tunisia,2009,Urban,81.33
Tunisia,2008,Total,67.64
Tunisia,2008,Urban,80.42
Tunisia,2007,Total,66.38
Tunisia,2007,Urban,79.51
Tunisia,2006,Total,65.14
Tunisia,2006,Urban,78.61
Tunisia,2005,Total,63.92
Tunisia,2005,Urban,77.72
Tunisia,2004,Total,62.7
Tunisia,2004,Urban,76.82
Tunisia,2003,Total,61.47
Tunisia,2003,Urban,75.94
Tunisia,2002,Total,60.24
Tunisia,2002,Urban,75.06
Tunisia,2001,Total,59.39
Tunisia,2001,Urban,74.69
Tunisia,2000,Total,58.73
Tunisia,2000,Urban,74.37
Turkey,2017,Total,65.2
Turkey,2017,Urban,69.64
Turkey,2016,Total,65.11
Turkey,2016,Urban,69.64
Turkey,2015,Total,64.89
Turkey,2015,Urban,69.5
Turkey,2014,Total,64.33
Turkey,2014,Urban,69.31
Turkey,2013,Total,63.32
Turkey,2013,Urban,68.51
Turkey,2012,Total,62.37
Turkey,2012,Urban,67.8
Turkey,2011,Total,61.47
Turkey,2011,Urban,67.18
Turkey,2010,Total,60.57
Turkey,2010,Urban,66.56
Turkey,2009,Total,59.66
Turkey,2009,Urban,65.95
Turkey,2008,Total,58.75
Turkey,2008,Urban,65.33
Turkey,2007,Total,57.88
Turkey,2007,Urban,64.72
Turkey,2006,Total,57.04
Turkey,2006,Urban,64.11
Turkey,2005,Total,56.21
Turkey,2005,Urban,63.5
Turkey,2004,Total,55.3
Turkey,2004,Urban,62.79
Turkey,2003,Total,54.5
Turkey,2003,Urban,62.23
Turkey,2002,Total,53.7
Turkey,2002,Urban,61.66
Turkey,2001,Total,52.9
Turkey,2001,Urban,61.09
Turkey,2000,Total,52.76
Turkey,2000,Urban,61.09
Tuvalu,2017,Total,6.32
Tuvalu,2017,Urban,4.18
Tuvalu,2017,Rural,9.72
Tuvalu,2016,Total,6.36
Tuvalu,2016,Urban,4.18
Tuvalu,2016,Rural,9.72
Tuvalu,2015,Total,6.42
Tuvalu,2015,Urban,4.18
Tuvalu,2015,Rural,9.72
Tuvalu,2014,Total,6.47
Tuvalu,2014,Urban,4.18
Tuvalu,2014,Rural,9.72
Tuvalu,2013,Total,6.61
Tuvalu,2013,Urban,4.3
Tuvalu,2013,Rural,9.77
Tuvalu,2012,Total,6.46
Tuvalu,2012,Urban,4.42
Tuvalu,2012,Rural,9.14
Tuvalu,2011,Total,6.26
Tuvalu,2011,Urban,4.54
Tuvalu,2011,Rural,8.44
Tuvalu,2010,Total,6.05
Tuvalu,2010,Urban,4.65
Tuvalu,2010,Rural,7.75
Tuvalu,2009,Total,5.83
Tuvalu,2009,Urban,4.77
Tuvalu,2009,Rural,7.06
Tuvalu,2008,Total,5.59
Tuvalu,2008,Urban,4.89
Tuvalu,2008,Rural,6.37
Tuvalu,2007,Total,5.33
Tuvalu,2007,Urban,5.0
Tuvalu,2007,Rural,5.68
Tuvalu,2006,Total,5.06
Tuvalu,2006,Urban,5.12
Tuvalu,2006,Rural,4.99
Tuvalu,2005,Total,4.77
Tuvalu,2005,Urban,5.24
Tuvalu,2005,Rural,4.3
Tuvalu,2004,Total,4.76
Tuvalu,2004,Urban,5.24
Tuvalu,2004,Rural,4.3
Tuvalu,2003,Total,4.75
Tuvalu,2003,Urban,5.24
Tuvalu,2003,Rural,4.3
Tuvalu,2002,Total,4.74
Tuvalu,2002,Urban,5.24
Tuvalu,2002,Rural,4.3
Tuvalu,2001,Total,4.73
Tuvalu,2001,Urban,5.24
Tuvalu,2001,Rural,4.3
Ukraine,2017,Total,68.46
Ukraine,2017,Urban,65.77
Ukraine,2016,Total,66.18
Ukraine,2016,Urban,63.13
Ukraine,2015,Total,63.91
Ukraine,2015,Urban,60.48
Ukraine,2014,Total,61.64
Ukraine,2014,Urban,57.84
Ukraine,2013,Total,59.05
Ukraine,2013,Urban,54.97
Ukraine,2012,Total,56.38
Ukraine,2012,Urban,51.99
Ukraine,2011,Total,53.66
Ukraine,2011,Urban,48.94
Ukraine,2010,Total,50.93
Ukraine,2010,Urban,45.88
Ukraine,2009,Total,48.17
Ukraine,2009,Urban,42.8
Ukraine,2008,Total,45.42
Ukraine,2008,Urban,39.69
Ukraine,2007,Total,44.99
Ukraine,2007,Urban,39.29
Ukraine,2006,Total,44.56
Ukraine,2006,Urban,38.88
Ukraine,2005,Total,44.14
Ukraine,2005,Urban,38.47
Ukraine,2004,Total,43.71
Ukraine,2004,Urban,38.07
Ukraine,2003,Total,43.29
Ukraine,2003,Urban,37.66
Ukraine,2002,Total,42.88
Ukraine,2002,Urban,37.25
Ukraine,2001,Total,42.46
Ukraine,2001,Urban,36.85
Ukraine,2000,Total,42.41
