Unnamed: 0,Period,Location,Sector,Expenditure(million USD),GDP(%)
24881,2021,Denmark,General public services,24093.888,6.04913
24882,2021,Denmark,Defence,4844.99,1.21641
24883,2021,Denmark,Public order and safety,3797.928,0.95353
24884,2021,Denmark,"Recreation, culture and religion",6436.022,1.61586
24885,2021,Denmark,"General economic, commercial and labour affairs",6248.496,1.56878
24886,2021,Denmark,Other industries,220.61,0.05539
24887,2021,Denmark,RandD Economic affairs,401.615,0.10083
24888,2021,Denmark,Economic affairs n.e.c.,33.879,0.00851
24889,2021,El Salvador,Total function,9482.2,32.99655
24890,2021,El Salvador,"Agriculture, forestry, fishing and hunting",100.4,0.34938
24891,2021,El Salvador,"Mining, manufacturing and construction",182.5,0.63507
24892,2021,El Salvador,Transport,302.4,1.0523
24893,2021,El Salvador,Communication,47.0,0.16355
24894,2021,El Salvador,Fuel and energy,184.6,0.64238
24895,2021,El Salvador,Environment protection,47.0,0.16355
24896,2021,El Salvador,Housing and community amenities,236.8,0.82403
24897,2021,El Salvador,Health,1538.8,5.35478
24898,2021,El Salvador,Education,1134.2,3.94684
24899,2021,El Salvador,Social protection,2109.8,7.34177
24900,2021,El Salvador,General public services,1974.5,6.87095
24901,2021,El Salvador,Defence,264.5,0.92042
24902,2021,El Salvador,Public order and safety,979.1,3.40711
24903,2021,El Salvador,"Recreation, culture and religion",51.1,0.17782
24904,2021,El Salvador,"General economic, commercial and labour affairs",245.7,0.855
24905,2021,El Salvador,Other industries,22.6,0.07864
24906,2021,El Salvador,RandD Economic affairs,55.2,0.19209
24907,2021,El Salvador,Economic affairs n.e.c.,6.0,0.02088
24908,2021,Estonia,Total function,15423.643,41.47125
24909,2021,Estonia,"Agriculture, forestry, fishing and hunting",151.509,0.40738
24910,2021,Estonia,"Mining, manufacturing and construction",4.494,0.01208
24911,2021,Estonia,Transport,1096.755,2.94897
24912,2021,Estonia,Communication,14.666,0.03943
24913,2021,Estonia,Fuel and energy,75.222,0.20226
24914,2021,Estonia,Environment protection,206.27,0.55462
24915,2021,Estonia,Housing and community amenities,171.497,0.46112
24916,2021,Estonia,Health,2414.446,6.49199
24917,2021,Estonia,Education,2198.241,5.91065
24918,2021,Estonia,Social protection,5012.453,13.47754
24919,2021,Estonia,General public services,1426.858,3.83655
24920,2021,Estonia,Defence,756.954,2.03531
24921,2021,Estonia,Public order and safety,679.129,1.82605
24922,2021,Estonia,"Recreation, culture and religion",762.986,2.05152
24923,2021,Estonia,"General economic, commercial and labour affairs",272.385,0.73239
24924,2021,Estonia,Other industries,31.224,0.08396
24925,2021,Estonia,RandD Economic affairs,84.921,0.22834
24926,2021,Estonia,Economic affairs n.e.c.,63.631,0.17109
24927,2021,Finland,Total function,165498.486,55.66681
24928,2021,Finland,"Agriculture, forestry, fishing and hunting",1871.095,0.62936
24929,2021,Finland,"Mining, manufacturing and construction",130.101,0.04376
24930,2021,Finland,Transport,7277.401,2.44782
24931,2021,Finland,Communication,2.365,0.0008
24932,2021,Finland,Fuel and energy,422.238,0.14202
24933,2021,Finland,Environment protection,684.807,0.23034
24934,2021,Finland,Housing and community amenities,1193.385,0.40141
24935,2021,Finland,Health,22917.959,7.70865
24936,2021,Finland,Education,16932.11,5.69526
24937,2021,Finland,Social protection,73300.331,24.65519
24938,2021,Finland,General public services,24055.755,8.09136
24939,2021,Finland,Defence,3544.673,1.19228
24940,2021,Finland,Public order and safety,3439.409,1.15687
24941,2021,Finland,"Recreation, culture and religion",4432.911,1.49105
24942,2021,Finland,"General economic, commercial and labour affairs",3523.383,1.18512
24943,2021,Finland,Other industries,13.01,0.00438
24944,2021,Finland,RandD Economic affairs,1757.552,0.59117
24945,2021,Finland,Economic affairs n.e.c.,0.0,0.0
24946,2021,France,Total function,1746521.865,58.87531
24947,2021,France,"Agriculture, forestry, fishing and hunting",5787.148,0.19508
24948,2021,France,"Mining, manufacturing and construction",704.913,0.02376
24949,2021,France,Transport,62276.008,2.09933
24950,2021,France,Communication,1251.339,0.04218
24951,2021,France,Fuel and energy,13381.524,0.45109
24952,2021,France,Environment protection,30766.624,1.03714
24953,2021,France,Housing and community amenities,37147.508,1.25224
24954,2021,France,Health,272600.352,9.18937
24955,2021,France,Education,155014.676,5.22555
24956,2021,France,Social protection,732100.876,24.67914
24957,2021,France,General public services,171494.979,5.7811
24958,2021,France,Defence,51874.99,1.74871
24959,2021,France,Public order and safety,50545.59,1.70389
24960,2021,France,"Recreation, culture and religion",41658.479,1.40431
24961,2021,France,"General economic, commercial and labour affairs",77729.693,2.62027
24962,2021,France,Other industries,12920.255,0.43554
24963,2021,France,RandD Economic affairs,24910.876,0.83975
24964,2021,France,Economic affairs n.e.c.,4357.215,0.14688
24965,2021,Georgia,Total function,6210.162,33.21578
24966,2021,Georgia,"Agriculture, forestry, fishing and hunting",182.8,0.97773
24967,2021,Georgia,"Mining, manufacturing and construction",4.811,0.02573
24968,2021,Georgia,Transport,761.495,4.07294
24969,2021,Georgia,Communication,0.31,0.00166
24970,2021,Georgia,Fuel and energy,16.079,0.086
24971,2021,Georgia,Environment protection,137.853,0.73732
24972,2021,Georgia,Housing and community amenities,293.647,1.5706
24973,2021,Georgia,Health,812.557,4.34606
24974,2021,Georgia,Education,774.346,4.14168
24975,2021,Georgia,Social protection,1459.418,7.80587
24976,2021,Georgia,General public services,610.636,3.26606
24977,2021,Georgia,Defence,328.009,1.75439
24978,2021,Georgia,Public order and safety,508.419,2.71934
24979,2021,Georgia,"Recreation, culture and religion",225.233,1.20468
24980,2021,Georgia,"General economic, commercial and labour affairs",50.938,0.27245
24981,2021,Georgia,Other industries,134.314,0.71839
24982,2021,Georgia,RandD Economic affairs,0.093,0.0005
24983,2021,Germany,Total function,2183337.43,51.25284
24984,2021,Germany,"Agriculture, forestry, fishing and hunting",9279.78,0.21784
24985,2021,Germany,"Mining, manufacturing and construction",10159.739,0.2385
24986,2021,Germany,Transport,87176.24,2.04642
24987,2021,Germany,Communication,846.842,0.01988
24988,2021,Germany,Fuel and energy,17797.876,0.4178
24989,2021,Germany,Environment protection,24530.034,0.57583
24990,2021,Germany,Housing and community amenities,19292.86,0.45289
24991,2021,Germany,Health,368161.038,8.64241
24992,2021,Germany,Education,193016.122,4.53096
24993,2021,Germany,Social protection,890466.256,20.90328
24994,2021,Germany,General public services,265178.657,6.22495
24995,2021,Germany,Defence,47261.12,1.10943
24996,2021,Germany,Public order and safety,71314.51,1.67408
24997,2021,Germany,"Recreation, culture and religion",47219.724,1.10846
24998,2021,Germany,"General economic, commercial and labour affairs",99921.45,2.34561
24999,2021,Germany,Other industries,10650.576,0.25002
25000,2021,Germany,RandD Economic affairs,11982.342,0.28128
25001,2021,Germany,Economic affairs n.e.c.,9082.263,0.2132
25002,2021,Greece,Total function,123440.241,57.44776
25003,2021,Greece,"Agriculture, forestry, fishing and hunting",756.954,0.35228
25004,2021,Greece,"Mining, manufacturing and construction",467.182,0.21742
25005,2021,Greece,Transport,4758.164,2.2144
25006,2021,Greece,Communication,70.964,0.03303
25007,2021,Greece,Fuel and energy,790.071,0.36769
25008,2021,Greece,Environment protection,2586.653,1.2038
25009,2021,Greece,Housing and community amenities,558.253,0.25981
25010,2021,Greece,Health,14322.985,6.66576
25011,2021,Greece,Education,8771.202,4.08202
25012,2021,Greece,Social protection,44294.807,20.61433
25013,2021,Greece,General public services,16877.704,7.8547
25014,2021,Greece,Defence,5959.828,2.77364
25015,2021,Greece,Public order and safety,4723.865,2.19844
25016,2021,Greece,"Recreation, culture and religion",2364.298,1.10032
25017,2021,Greece,"General economic, commercial and labour affairs",12568.981,5.84947
25018,2021,Greece,Other industries,93.436,0.04348
25019,2021,Greece,RandD Economic affairs,0.0,0.0
25020,2021,Greece,Economic affairs n.e.c.,3474.891,1.61718
25021,2021,Guatemala,Total function,14464.234,16.82164
25022,2021,Guatemala,"Agriculture, forestry, fishing and hunting",119.312,0.13876
25023,2021,Guatemala,"Mining, manufacturing and construction",3.553,0.00413
25024,2021,Guatemala,Transport,1102.219,1.28186
25025,2021,Guatemala,Communication,8.896,0.01035
25026,2021,Guatemala,Fuel and energy,70.35,0.08182
25027,2021,Guatemala,Environment protection,309.848,0.36035
25028,2021,Guatemala,Housing and community amenities,506.085,0.58857
25029,2021,Guatemala,Health,2110.427,2.45439
25030,2021,Guatemala,Education,2828.008,3.28892
25031,2021,Guatemala,Social protection,2155.53,2.50684
25032,2021,Guatemala,General public services,2989.309,3.47651
25033,2021,Guatemala,Defence,231.348,0.26905
25034,2021,Guatemala,Public order and safety,1615.682,1.87901
25035,2021,Guatemala,"Recreation, culture and religion",232.441,0.27032
25036,2021,Guatemala,"General economic, commercial and labour affairs",94.933,0.11041
25037,2021,Guatemala,Other industries,28.275,0.03288
25038,2021,Guatemala,RandD Economic affairs,7.145,0.00831
25039,2021,Guatemala,Economic affairs n.e.c.,50.835,0.05912
25040,2021,Hungary,Total function,88047.852,48.41837
25041,2021,Hungary,"Agriculture, forestry, fishing and hunting",818.32,0.45
25042,2021,Hungary,"Mining, manufacturing and construction",268.466,0.14763
25043,2021,Hungary,Transport,8870.815,4.87815
25044,2021,Hungary,Communication,62.591,0.03442
25045,2021,Hungary,Fuel and energy,1515.521,0.8334
25046,2021,Hungary,Environment protection,1298.727,0.71418
25047,2021,Hungary,Housing and community amenities,1393.209,0.76614
25048,2021,Hungary,Health,10247.132,5.635
25049,2021,Hungary,Education,9116.913,5.01348
25050,2021,Hungary,Social protection,23859.365,13.1205
25051,2021,Hungary,General public services,14582.593,8.01911
25052,2021,Hungary,Defence,2016.341,1.10881
25053,2021,Hungary,Public order and safety,3337.566,1.83536
25054,2021,Hungary,"Recreation, culture and religion",5457.967,3.00139
25055,2021,Hungary,"General economic, commercial and labour affairs",3569.826,1.96308
25056,2021,Hungary,Other industries,1036.194,0.56981
25057,2021,Hungary,RandD Economic affairs,466.658,0.25662
25058,2021,Hungary,Economic affairs n.e.c.,129.648,0.07129
25059,2021,Iceland,Total function,12605.061,49.23387
25060,2021,Iceland,"Agriculture, forestry, fishing and hunting",181.475,0.70882
25061,2021,Iceland,"Mining, manufacturing and construction",12.528,0.04893
25062,2021,Iceland,Transport,774.061,3.02339
25063,2021,Iceland,Communication,8.326,0.03252
25064,2021,Iceland,Fuel and energy,39.132,0.15284
25065,2021,Iceland,Environment protection,186.157,0.72711
25066,2021,Iceland,Housing and community amenities,159.043,0.6212
25067,2021,Iceland,Health,2288.335,8.93796
25068,2021,Iceland,Education,1968.148,7.68735
25069,2021,Iceland,Social protection,3388.802,13.23626
25070,2021,Iceland,General public services,1800.626,7.03303
25071,2021,Iceland,Defence,21.212,0.08285
25072,2021,Iceland,Public order and safety,422.208,1.64909
25073,2021,Iceland,"Recreation, culture and religion",836.079,3.26562
25074,2021,Iceland,"General economic, commercial and labour affairs",245.622,0.95937
25075,2021,Iceland,Other industries,47.334,0.18488
25076,2021,Iceland,RandD Economic affairs,88.499,0.34567
25077,2021,Iceland,Economic affairs n.e.c.,137.474,0.53696
25078,2021,Indonesia,Total function,225046.66,18.97378
25079,2021,Indonesia,Environment protection,3957.439,0.33365
25080,2021,Indonesia,Housing and community amenities,9664.286,0.8148
25081,2021,Indonesia,Health,27857.492,2.34868
25082,2021,Indonesia,Education,36147.106,3.04758
25083,2021,Indonesia,Social protection,20477.499,1.72647
25084,2021,Indonesia,General public services,65133.745,5.49145
25085,2021,Indonesia,Defence,8792.126,0.74127
25086,2021,Indonesia,Public order and safety,12443.543,1.04912
25087,2021,Indonesia,"Recreation, culture and religion",1478.27,0.12463
25088,2021,Ireland,Total function,125150.779,24.82251
25089,2021,Ireland,"Agriculture, forestry, fishing and hunting",1179.263,0.2339
25090,2021,Ireland,"Mining, manufacturing and construction",199.268,0.03952
25091,2021,Ireland,Transport,4929.236,0.97767
25092,2021,Ireland,Communication,59.705,0.01184
25093,2021,Ireland,Fuel and energy,653.973,0.12971
25094,2021,Ireland,Environment protection,1754.536,0.348
25095,2021,Ireland,Housing and community amenities,2904.242,0.57603
25096,2021,Ireland,Health,26535.276,5.26303
25097,2021,Ireland,Education,15047.721,2.98458
25098,2021,Ireland,Social protection,44011.044,8.72919
25099,2021,Ireland,General public services,11581.724,2.29713
25100,2021,Ireland,Defence,1044.998,0.20727
25101,2021,Ireland,Public order and safety,4199.651,0.83296
25102,2021,Ireland,"Recreation, culture and religion",2311.276,0.45842
25103,2021,Ireland,"General economic, commercial and labour affairs",7412.494,1.4702
25104,2021,Ireland,Other industries,452.268,0.0897
25105,2021,Ireland,RandD Economic affairs,701.152,0.13907
25106,2021,Ireland,Economic affairs n.e.c.,172.964,0.03431
25107,2021,Israel,Total function,199550.475,41.43565
25108,2021,Israel,"Agriculture, forestry, fishing and hunting",644.753,0.13388
25109,2021,Israel,"Mining, manufacturing and construction",407.941,0.08471
25110,2021,Israel,Transport,12676.999,2.63231
25111,2021,Israel,Communication,36.691,0.00762
25112,2021,Israel,Fuel and energy,230.203,0.0478
25113,2021,Israel,Environment protection,2640.12,0.54821
25114,2021,Israel,Health,28244.052,5.86473
25115,2021,Israel,Education,36228.59,7.52268
25116,2021,Israel,Social protection,52008.07,10.79921
25117,2021,Israel,General public services,22408.671,4.65305
25118,2021,Israel,Defence,24705.434,5.12996
25119,2021,Israel,Public order and safety,7253.05,1.50606
25120,2021,Israel,"Recreation, culture and religion",6132.552,1.27339
25121,2021,Israel,"General economic, commercial and labour affairs",9519.36,1.97665
25122,2021,Israel,RandD Economic affairs,808.994,0.16798
25123,2021,Italy,Total function,1166379.463,55.3389
25124,2021,Italy,"Agriculture, forestry, fishing and hunting",6172.012,0.29283
25125,2021,Italy,"Mining, manufacturing and construction",19741.473,0.93663
25126,2021,Italy,Transport,46125.808,2.18844
25127,2021,Italy,Communication,1096.282,0.05201
25128,2021,Italy,Fuel and energy,14584.371,0.69196
25129,2021,Italy,Environment protection,20068.738,0.95216
25130,2021,Italy,Housing and community amenities,11067.256,0.52509
25131,2021,Italy,Health,160242.388,7.6027
25132,2021,Italy,Education,86743.594,4.11555
25133,2021,Italy,Social protection,492677.573,23.3751
25134,2021,Italy,General public services,170832.645,8.10516
25135,2021,Italy,Defence,29324.863,1.39132
25136,2021,Italy,Public order and safety,39841.79,1.89029
25137,2021,Italy,"Recreation, culture and religion",17481.73,0.82942
25138,2021,Italy,"General economic, commercial and labour affairs",19893.692,0.94386
25139,2021,Italy,Other industries,17296.749,0.82064
25140,2021,Italy,RandD Economic affairs,12034.146,0.57096
25141,2021,Italy,Economic affairs n.e.c.,1154.355,0.05477
25142,2021,Japan,Total function,2225634.412,45.04532
25143,2021,Japan,"Agriculture, forestry, fishing and hunting",45979.054,0.93058
25144,2021,Japan,"Mining, manufacturing and construction",11609.565,0.23497
25145,2021,Japan,Transport,77510.386,1.56876
25146,2021,Japan,Communication,4773.388,0.09661
25147,2021,Japan,Fuel and energy,12722.961,0.2575
25148,2021,Japan,Environment protection,57769.022,1.16921
25149,2021,Japan,Housing and community amenities,31720.846,0.64201
25150,2021,Japan,Health,460314.439,9.31645
25151,2021,Japan,Education,173146.709,3.50437
25152,2021,Japan,Social protection,897587.417,18.16656
25153,2021,Japan,General public services,188490.979,3.81493
25154,2021,Japan,Defence,50474.549,1.02157
25155,2021,Japan,Public order and safety,61752.465,1.24983
25156,2021,Japan,"Recreation, culture and religion",22525.764,0.45591
25157,2021,Japan,"General economic, commercial and labour affairs",27435.821,0.55528
25158,2021,Japan,Other industries,89532.691,1.81208
25159,2021,Japan,RandD Economic affairs,11171.314,0.2261
25160,2021,Japan,Economic affairs n.e.c.,1117.951,0.02263
25161,2021,Kiribati,Total function,250.104,109.95777
25162,2021,Kiribati,Environment protection,4.319,1.8988
25163,2021,Kiribati,Housing and community amenities,0.0,0.0
25164,2021,Kiribati,Health,25.814,11.34898
25165,2021,Kiribati,Education,32.288,14.1952
25166,2021,Kiribati,Social protection,8.546,3.7572
25167,2021,Kiribati,General public services,101.307,44.53935
25168,2021,Kiribati,Defence,0.0,0.0
25169,2021,Kiribati,Public order and safety,14.179,6.23397
25170,2021,Kiribati,"Recreation, culture and religion",0.0,0.0
25171,2021,Kyrgyzstan,Total function,2896.203,33.13475
25172,2021,Kyrgyzstan,"Agriculture, forestry, fishing and hunting",23.121,0.26452
25173,2021,Kyrgyzstan,"Mining, manufacturing and construction",3.683,0.04214
25174,2021,Kyrgyzstan,Transport,31.171,0.35662
25175,2021,Kyrgyzstan,Communication,2.697,0.03085
25176,2021,Kyrgyzstan,Fuel and energy,0.279,0.0032
25177,2021,Kyrgyzstan,Environment protection,8.14,0.09313
25178,2021,Kyrgyzstan,Housing and community amenities,113.683,1.30062
25179,2021,Kyrgyzstan,Health,320.537,3.66718
25180,2021,Kyrgyzstan,Education,570.876,6.53125
25181,2021,Kyrgyzstan,Social protection,815.877,9.33425
25182,2021,Kyrgyzstan,General public services,266.027,3.04355
25183,2021,Kyrgyzstan,Defence,356.449,4.07804
25184,2021,Kyrgyzstan,Public order and safety,0.0,0.0
25185,2021,Kyrgyzstan,"Recreation, culture and religion",57.57,0.65864
25186,2021,Kyrgyzstan,"General economic, commercial and labour affairs",52.799,0.60406
25187,2021,Kyrgyzstan,Other industries,0.063,0.00072
25188,2021,Kyrgyzstan,RandD Economic affairs,3.049,0.03488
25189,2021,Kyrgyzstan,Economic affairs n.e.c.,270.185,3.09112
25190,2021,Latvia,Total function,17521.352,43.9644
25191,2021,Latvia,"Agriculture, forestry, fishing and hunting",191.734,0.4811
25192,2021,Latvia,"Mining, manufacturing and construction",15.884,0.03986
25193,2021,Latvia,Transport,1430.347,3.58901
25194,2021,Latvia,Communication,21.041,0.0528
25195,2021,Latvia,Fuel and energy,163.833,0.41109
25196,2021,Latvia,Environment protection,222.615,0.55858
25197,2021,Latvia,Housing and community amenities,394.929,0.99095
25198,2021,Latvia,Health,2489.988,6.24785
25199,2021,Latvia,Education,2216.018,5.56041
25200,2021,Latvia,Social protection,5485.928,13.76523
25201,2021,Latvia,General public services,1488.431,3.73476
25202,2021,Latvia,Defence,926.05,2.32364
25203,2021,Latvia,Public order and safety,867.777,2.17742
25204,2021,Latvia,"Recreation, culture and religion",573.452,1.4389
25205,2021,Latvia,"General economic, commercial and labour affairs",908.747,2.28022
25206,2021,Latvia,Other industries,37.694,0.09458
25207,2021,Latvia,RandD Economic affairs,0.39,0.00098
25208,2021,Latvia,Economic affairs n.e.c.,86.494,0.21703
25209,2021,Lithuania,Total function,24916.979,37.50001
25210,2021,Lithuania,"Agriculture, forestry, fishing and hunting",241.397,0.3633
25211,2021,Lithuania,"Mining, manufacturing and construction",20.308,0.03056
25212,2021,Lithuania,Transport,1085.72,1.63401
25213,2021,Lithuania,Communication,51.071,0.07686
25214,2021,Lithuania,Fuel and energy,99.291,0.14943
25215,2021,Lithuania,Environment protection,355.354,0.53481
25216,2021,Lithuania,Housing and community amenities,410.47,0.61776
25217,2021,Lithuania,Health,3908.058,5.88162
25218,2021,Lithuania,Education,3172.133,4.77406
25219,2021,Lithuania,Social protection,9523.555,14.33293
25220,2021,Lithuania,General public services,2042.794,3.0744
25221,2021,Lithuania,Defence,1219.571,1.83545
25222,2021,Lithuania,Public order and safety,851.679,1.28178
25223,2021,Lithuania,"Recreation, culture and religion",793.075,1.19358
25224,2021,Lithuania,"General economic, commercial and labour affairs",1029.221,1.54898
25225,2021,Lithuania,Other industries,79.09,0.11903
25226,2021,Lithuania,RandD Economic affairs,0.39,0.00059
25227,2021,Lithuania,Economic affairs n.e.c.,33.803,0.05087
25228,2021,Luxembourg,Total function,36672.283,42.88843
25229,2021,Luxembourg,"Agriculture, forestry, fishing and hunting",261.185,0.30546
25230,2021,Luxembourg,"Mining, manufacturing and construction",72.124,0.08435
25231,2021,Luxembourg,Transport,2800.8,3.27555
25232,2021,Luxembourg,Communication,62.129,0.07266
25233,2021,Luxembourg,Fuel and energy,71.414,0.08352
25234,2021,Luxembourg,Environment protection,789.491,0.92331
25235,2021,Luxembourg,Housing and community amenities,520.406,0.60862
25236,2021,Luxembourg,Health,4636.141,5.42199
25237,2021,Luxembourg,Education,4022.654,4.70451
25238,2021,Luxembourg,Social protection,15646.945,18.29918
25239,2021,Luxembourg,General public services,4014.717,4.69523
25240,2021,Luxembourg,Defence,374.219,0.43765
25241,2021,Luxembourg,Public order and safety,1033.644,1.20885
25242,2021,Luxembourg,"Recreation, culture and religion",997.843,1.16698
25243,2021,Luxembourg,"General economic, commercial and labour affairs",821.319,0.96054
25244,2021,Luxembourg,Other industries,172.29,0.20149
25245,2021,Luxembourg,RandD Economic affairs,363.977,0.42567
25246,2021,Luxembourg,Economic affairs n.e.c.,11.011,0.01288
25247,2021,Maldives,Total function,2114.22,39.11183
25248,2021,Maldives,Environment protection,96.358,1.78257
25249,2021,Maldives,Housing and community amenities,120.323,2.2259
25250,2021,Maldives,Health,308.306,5.70348
25251,2021,Maldives,Education,244.872,4.52999
25252,2021,Maldives,Social protection,231.663,4.28564
25253,2021,Maldives,General public services,268.466,4.96647
25254,2021,Maldives,Defence,107.178,1.98274
25255,2021,Maldives,Public order and safety,182.85,3.38261
25256,2021,Maldives,"Recreation, culture and religion",44.985,0.83219
25257,2021,Malta,Total function,7726.015,43.59895
25258,2021,Malta,"Agriculture, forestry, fishing and hunting",71.201,0.4018
25259,2021,Malta,"Mining, manufacturing and construction",32.525,0.18355
25260,2021,Malta,Transport,402.368,2.27062
25261,2021,Malta,Communication,3.785,0.02136
25262,2021,Malta,Fuel and energy,186.163,1.05054
25263,2021,Malta,Environment protection,230.28,1.2995
25264,2021,Malta,Housing and community amenities,91.899,0.5186
25265,2021,Malta,Health,1179.074,6.65367
25266,2021,Malta,Education,977.417,5.51569
25267,2021,Malta,Social protection,1948.446,10.99535
25268,2021,Malta,General public services,1108.937,6.25788
25269,2021,Malta,Defence,105.027,0.59268
25270,2021,Malta,Public order and safety,266.708,1.50507
25271,2021,Malta,"Recreation, culture and religion",227.323,1.28281
25272,2021,Malta,"General economic, commercial and labour affairs",691.193,3.9005
25273,2021,Malta,Other industries,202.722,1.14399
25274,2021,Malta,RandD Economic affairs,1.064,0.00601
25275,2021,Malta,Economic affairs n.e.c.,0.0,0.0
25276,2021,Mauritius,Total function,3976.793,34.50514
25277,2021,Mauritius,"Agriculture, forestry, fishing and hunting",79.382,0.68877
25278,2021,Mauritius,"Mining, manufacturing and construction",34.978,0.30349
25279,2021,Mauritius,Transport,205.334,1.7816
25280,2021,Mauritius,Communication,3.327,0.02887
25281,2021,Mauritius,Fuel and energy,2.391,0.02075
25282,2021,Mauritius,Environment protection,92.739,0.80466
25283,2021,Mauritius,Housing and community amenities,87.825,0.76202
25284,2021,Mauritius,Health,351.006,3.04555
25285,2021,Mauritius,Education,463.951,4.02553
25286,2021,Mauritius,Social protection,1196.295,10.3798
25287,2021,Mauritius,General public services,1042.284,9.04351
25288,2021,Mauritius,Defence,17.389,0.15088
25289,2021,Mauritius,Public order and safety,262.206,2.27506
25290,2021,Mauritius,"Recreation, culture and religion",33.99,0.29492
25291,2021,Mauritius,"General economic, commercial and labour affairs",22.431,0.19463
25292,2021,Mauritius,Other industries,48.916,0.42442
25293,2021,Mauritius,RandD Economic affairs,0.106,0.00092
25294,2021,Mauritius,Economic affairs n.e.c.,32.243,0.27976
25295,2021,"Moldova, Republic of",Total function,4638.65,33.90802
25296,2021,"Moldova, Republic of","Agriculture, forestry, fishing and hunting",111.807,0.8173
25297,2021,"Moldova, Republic of","Mining, manufacturing and construction",3.297,0.0241
25298,2021,"Moldova, Republic of",Transport,318.431,2.32769
25299,2021,"Moldova, Republic of",Communication,0.537,0.00393
25300,2021,"Moldova, Republic of",Fuel and energy,2.698,0.01972
25301,2021,"Moldova, Republic of",Environment protection,17.5,0.12792
25302,2021,"Moldova, Republic of",Housing and community amenities,122.983,0.89899
25303,2021,"Moldova, Republic of",Health,765.127,5.59299
25304,2021,"Moldova, Republic of",Education,757.797,5.53941
25305,2021,"Moldova, Republic of",Social protection,1664.283,12.16572
25306,2021,"Moldova, Republic of",General public services,386.2,2.82308
25307,2021,"Moldova, Republic of",Defence,44.32,0.32397
25308,2021,"Moldova, Republic of",Public order and safety,289.15,2.11365
25309,2021,"Moldova, Republic of","Recreation, culture and religion",110.806,0.80998
25310,2021,"Moldova, Republic of","General economic, commercial and labour affairs",20.299,0.14839
25311,2021,"Moldova, Republic of",Other industries,11.171,0.08166
25312,2021,"Moldova, Republic of",RandD Economic affairs,12.228,0.08939
25313,2021,"Moldova, Republic of",Economic affairs n.e.c.,0.017,0.00012
25314,2021,Mongolia,Total function,4866.378,32.23189
25315,2021,Mongolia,Housing and community amenities,4.071,0.02696
25316,2021,Mongolia,Health,858.75,5.68783
25317,2021,Mongolia,Education,497.372,3.29428
25318,2021,Mongolia,Social protection,1896.561,12.56165
25319,2021,Mongolia,General public services,970.396,6.42731
25320,2021,Mongolia,Defence,145.382,0.96292
25321,2021,Mongolia,Public order and safety,249.888,1.6551
25322,2021,Mongolia,"Recreation, culture and religion",82.613,0.54718
25323,2021,Nepal,Total function,10455.239,28.87615
25324,2021,Nepal,"Agriculture, forestry, fishing and hunting",822.838,2.27258
25325,2021,Nepal,"Mining, manufacturing and construction",26.521,0.07325
25326,2021,Nepal,Transport,1750.672,4.83515
25327,2021,Nepal,Communication,55.468,0.1532
25328,2021,Nepal,Fuel and energy,67.108,0.18535
25329,2021,Nepal,Environment protection,119.371,0.32969
25330,2021,Nepal,Housing and community amenities,797.551,2.20274
25331,2021,Nepal,Health,738.464,2.03955
25332,2021,Nepal,Education,1340.578,3.70252
25333,2021,Nepal,Social protection,792.371,2.18844
25334,2021,Nepal,General public services,2617.509,7.22925
25335,2021,Nepal,Defence,439.449,1.21371
25336,2021,Nepal,Public order and safety,527.277,1.45628
25337,2021,Nepal,"Recreation, culture and religion",98.4,0.27177
25338,2021,Nepal,"General economic, commercial and labour affairs",32.39,0.08946
25339,2021,Nepal,Other industries,80.19,0.22147
25340,2021,Nepal,RandD Economic affairs,34.732,0.09593
25341,2021,Nepal,Economic affairs n.e.c.,114.381,0.31591
25342,2021,Netherlands (Kingdom of the),Total function,471999.724,46.6013
25343,2021,Netherlands (Kingdom of the),"Agriculture, forestry, fishing and hunting",1762.283,0.17399
25344,2021,Netherlands (Kingdom of the),"Mining, manufacturing and construction",316.974,0.0313
25345,2021,Netherlands (Kingdom of the),Transport,23470.299,2.31726
25346,2021,Netherlands (Kingdom of the),Communication,132.467,0.01308
25347,2021,Netherlands (Kingdom of the),Fuel and energy,4686.017,0.46266
25348,2021,Netherlands (Kingdom of the),Environment protection,14119.554,1.39405
25349,2021,Netherlands (Kingdom of the),Housing and community amenities,4516.885,0.44596
25350,2021,Netherlands (Kingdom of the),Health,88012.437,8.68961
25351,2021,Netherlands (Kingdom of the),Education,52018.102,5.13583
25352,2021,Netherlands (Kingdom of the),Social protection,168478.992,16.6342
25353,2021,Netherlands (Kingdom of the),General public services,39531.912,3.90305
25354,2021,Netherlands (Kingdom of the),Defence,13166.265,1.29993
25355,2021,Netherlands (Kingdom of the),Public order and safety,19795.525,1.95444
25356,2021,Netherlands (Kingdom of the),"Recreation, culture and religion",12806.712,1.26443
25357,2021,Netherlands (Kingdom of the),"General economic, commercial and labour affairs",20382.164,2.01236
25358,2021,Netherlands (Kingdom of the),Other industries,3205.226,0.31646
25359,2021,Netherlands (Kingdom of the),RandD Economic affairs,5420.499,0.53517
25360,2021,Netherlands (Kingdom of the),Economic affairs n.e.c.,177.411,0.01752
25361,2021,New Zealand,Total function,96016.41,38.33736
25362,2021,New Zealand,Environment protection,2232.647,0.89145
25363,2021,New Zealand,Housing and community amenities,2966.083,1.1843
25364,2021,New Zealand,Health,18278.089,7.29806
